Date,Product Code,Sales Quantity,Sales Revenue,Category,Size,Color,Material,Promo 1,Promo 2,Lead Time (days)
2020-09-30,2001,26,260,Pants,M,Blue,Cotton,Yes,Yes,11
2020-10-01,1001,11,55,T-Shirts,L,Blue,Cotton,No,No,11
2020-10-01,1002,40,560,Top,L,Green,Polyester,Yes,Yes,14
2020-10-01,2001,36,324,Pants,L,White,Cotton,Yes,Yes,10
2020-10-02,1001,9,99,T-Shirts,L,Blue,Cotton,Yes,Yes,10
2020-10-02,1002,8,88,Top,M,Green,Polyester,Yes,Yes,11
2020-10-02,2001,50,250,Pants,S,White,Cotton,Yes,Yes,11
2020-10-03,1001,6,42,T-Shirts,M,Red,Cotton,No,Yes,7
2020-10-03,1002,21,294,Top,S,Green,Polyester,Yes,Yes,8
2020-10-03,2001,9,180,Pants,M,White,Cotton,Yes,No,8
2020-10-04,1001,12,204,T-Shirts,XXL,Red,Cotton,No,Yes,10
2020-10-04,1002,26,130,Top,L,Blue,Polyester,No,Yes,7
2020-10-04,2001,4,28,Pants,S,White,Cotton,Yes,Yes,8
2020-10-05,1001,18,234,T-Shirts,XXL,Green,Cotton,No,Yes,6
2020-10-05,1002,15,255,Top,XL,Yellow,Polyester,Yes,No,6
2020-10-05,2001,27,243,Pants,XL,Blue,Cotton,Yes,No,10
2020-10-06,1001,18,288,T-Shirts,S,White,Cotton,No,No,8
2020-10-06,1002,37,333,Top,S,Black,Polyester,Yes,No,13
2020-10-06,2001,12,96,Pants,S,Blue,Cotton,Yes,Yes,14
2020-10-07,1001,16,144,T-Shirts,L,Blue,Cotton,Yes,No,11
2020-10-07,1002,44,660,Top,XXL,Red,Polyester,Yes,Yes,12
2020-10-07,2001,17,153,Pants,M,Green,Cotton,Yes,Yes,13
2020-10-08,1001,33,495,T-Shirts,S,Green,Cotton,Yes,Yes,7
2020-10-08,1002,35,525,Top,M,White,Polyester,No,Yes,12
2020-10-08,2001,47,658,Pants,L,Blue,Cotton,Yes,No,5
2020-10-09,1001,37,333,T-Shirts,XL,White,Cotton,No,No,5
2020-10-09,1002,5,50,Top,XL,Red,Polyester,Yes,No,13
2020-10-09,2001,21,336,Pants,S,Red,Cotton,No,No,14
2020-10-10,1001,39,468,T-Shirts,L,Blue,Cotton,Yes,Yes,14
2020-10-10,1002,1,7,Top,S,Yellow,Polyester,No,Yes,10
2020-10-10,2001,5,55,Pants,M,Green,Cotton,Yes,No,12
2020-10-11,1001,4,56,T-Shirts,XL,Red,Cotton,No,No,13
2020-10-11,1002,48,960,Top,XL,Red,Polyester,Yes,No,6
2020-10-11,2001,46,920,Pants,L,Red,Cotton,Yes,Yes,5
2020-10-12,1001,41,533,T-Shirts,XXL,Black,Cotton,Yes,No,10
2020-10-12,1002,46,276,Top,S,Blue,Polyester,No,Yes,12
2020-10-12,2001,39,351,Pants,XL,Black,Cotton,No,Yes,10
2020-10-13,1001,11,165,T-Shirts,XXL,Black,Cotton,No,Yes,5
2020-10-13,1002,14,196,Top,XL,Blue,Polyester,Yes,Yes,6
2020-10-13,2001,37,666,Pants,S,Yellow,Cotton,Yes,Yes,8
2020-10-14,1001,22,374,T-Shirts,XL,Yellow,Cotton,Yes,Yes,7
2020-10-14,1002,7,56,Top,XXL,Black,Polyester,Yes,Yes,7
2020-10-14,2001,37,555,Pants,XXL,Yellow,Cotton,Yes,Yes,11
2020-10-15,1001,43,688,T-Shirts,XXL,White,Cotton,Yes,Yes,13
2020-10-15,1002,29,377,Top,XXL,Black,Polyester,Yes,No,10
2020-10-15,2001,40,320,Pants,L,Green,Cotton,Yes,No,14
2020-10-16,1001,27,243,T-Shirts,XL,Black,Cotton,Yes,No,7
2020-10-16,1002,10,170,Top,XL,Yellow,Polyester,Yes,Yes,8
2020-10-16,2001,13,117,Pants,M,Green,Cotton,No,No,12
2020-10-17,1001,25,250,T-Shirts,S,Green,Cotton,Yes,No,12
2020-10-17,1002,27,162,Top,L,White,Polyester,No,Yes,11
2020-10-17,2001,48,816,Pants,XXL,Blue,Cotton,Yes,No,9
2020-10-18,1001,41,410,T-Shirts,M,Green,Cotton,No,No,12
2020-10-18,1002,5,55,Top,L,Black,Polyester,Yes,No,11
2020-10-18,2001,33,528,Pants,XL,Blue,Cotton,Yes,No,7
2020-10-19,1001,7,140,T-Shirts,S,Green,Cotton,Yes,No,12
2020-10-19,1002,18,234,Top,S,Black,Polyester,No,Yes,5
2020-10-19,2001,32,544,Pants,XXL,White,Cotton,Yes,Yes,6
2020-10-20,1001,1,5,T-Shirts,M,Blue,Cotton,No,Yes,14
2020-10-20,1002,37,407,Top,XL,Green,Polyester,Yes,Yes,14
2020-10-20,2001,30,540,Pants,M,Blue,Cotton,Yes,No,9
2020-10-21,1001,27,189,T-Shirts,XL,Blue,Cotton,No,No,9
2020-10-21,1002,6,108,Top,L,Green,Polyester,No,No,10
2020-10-21,2001,13,65,Pants,XL,Green,Cotton,Yes,Yes,7
2020-10-22,1001,14,70,T-Shirts,XL,White,Cotton,Yes,Yes,12
2020-10-22,1002,14,238,Top,XXL,White,Polyester,No,Yes,11
2020-10-22,2001,24,168,Pants,S,White,Cotton,No,No,9
2020-10-23,1001,13,130,T-Shirts,XL,Yellow,Cotton,No,Yes,9
2020-10-23,1002,50,600,Top,XL,Red,Polyester,Yes,No,11
2020-10-23,2001,22,198,Pants,XXL,Yellow,Cotton,No,Yes,6
2020-10-24,1001,7,84,T-Shirts,M,Red,Cotton,No,No,14
2020-10-24,1002,2,38,Top,XL,Green,Polyester,Yes,Yes,8
2020-10-24,2001,17,306,Pants,XXL,Black,Cotton,No,No,10
2020-10-25,1001,37,629,T-Shirts,S,Green,Cotton,Yes,No,6
2020-10-25,1002,35,700,Top,S,Red,Polyester,Yes,No,9
2020-10-25,2001,8,128,Pants,XXL,Black,Cotton,Yes,Yes,9
2020-10-26,1001,36,648,T-Shirts,XL,Yellow,Cotton,No,No,12
2020-10-26,1002,30,240,Top,XL,Yellow,Polyester,Yes,Yes,12
2020-10-26,2001,7,35,Pants,XL,Green,Cotton,Yes,No,14
2020-10-27,1001,23,115,T-Shirts,S,Black,Cotton,No,No,5
2020-10-27,1002,19,380,Top,XL,Black,Polyester,Yes,Yes,13
2020-10-27,2001,11,209,Pants,L,Red,Cotton,Yes,No,9
2020-10-28,1001,4,68,T-Shirts,S,Yellow,Cotton,Yes,No,9
2020-10-28,1002,26,286,Top,L,Black,Polyester,Yes,Yes,5
2020-10-28,2001,50,900,Pants,XL,Green,Cotton,No,No,11
2020-10-29,1001,34,272,T-Shirts,XXL,White,Cotton,No,No,12
2020-10-29,1002,35,525,Top,S,Green,Polyester,No,No,14
2020-10-29,2001,37,444,Pants,XL,White,Cotton,No,Yes,13
2020-10-30,1001,1,12,T-Shirts,XXL,Black,Cotton,Yes,Yes,14
2020-10-30,1002,5,35,Top,XL,Green,Polyester,Yes,Yes,13
2020-10-30,2001,25,450,Pants,L,Blue,Cotton,Yes,No,8
2020-10-31,1001,7,56,T-Shirts,L,Green,Cotton,No,Yes,11
2020-10-31,1002,43,774,Top,S,Red,Polyester,No,Yes,11
2020-10-31,2001,1,8,Pants,M,Black,Cotton,No,Yes,13
2020-11-01,1001,35,385,T-Shirts,L,Yellow,Cotton,No,Yes,13
2020-11-01,1002,39,507,Top,M,White,Polyester,No,No,5
2020-11-01,2001,1,10,Pants,L,White,Cotton,No,No,11
2020-11-02,1001,31,403,T-Shirts,XL,Yellow,Cotton,No,Yes,14
2020-11-02,1002,3,57,Top,S,Red,Polyester,Yes,Yes,9
2020-11-02,2001,37,222,Pants,L,Green,Cotton,Yes,No,6
2020-11-03,1001,7,35,T-Shirts,S,Blue,Cotton,Yes,No,13
2020-11-03,1002,7,112,Top,XL,Green,Polyester,No,No,8
2020-11-03,2001,4,44,Pants,S,Red,Cotton,Yes,Yes,14
2020-11-04,1001,2,32,T-Shirts,S,Yellow,Cotton,No,Yes,7
2020-11-04,1002,6,48,Top,M,Yellow,Polyester,Yes,No,5
2020-11-04,2001,1,19,Pants,L,Yellow,Cotton,No,No,8
2020-11-05,1001,9,162,T-Shirts,XXL,Blue,Cotton,Yes,No,9
2020-11-05,1002,42,798,Top,XXL,Blue,Polyester,Yes,Yes,12
2020-11-05,2001,47,517,Pants,XXL,Red,Cotton,No,No,13
2020-11-06,1001,22,198,T-Shirts,XL,Yellow,Cotton,Yes,No,10
2020-11-06,1002,26,156,Top,S,Red,Polyester,No,No,5
2020-11-06,2001,2,40,Pants,XXL,Red,Cotton,No,No,12
2020-11-07,1001,13,91,T-Shirts,M,Green,Cotton,No,Yes,5
2020-11-07,1002,16,112,Top,M,Yellow,Polyester,Yes,No,11
2020-11-07,2001,9,63,Pants,S,Black,Cotton,Yes,Yes,12
2020-11-08,1001,30,240,T-Shirts,XXL,Green,Cotton,No,No,10
2020-11-08,1002,17,221,Top,XL,White,Polyester,Yes,Yes,8
2020-11-08,2001,8,104,Pants,L,Yellow,Cotton,No,Yes,7
2020-11-09,1001,4,40,T-Shirts,M,Yellow,Cotton,Yes,Yes,5
2020-11-09,1002,8,136,Top,XL,Green,Polyester,Yes,No,5
2020-11-09,2001,39,585,Pants,S,Blue,Cotton,No,Yes,6
2020-11-10,1001,37,555,T-Shirts,M,Red,Cotton,No,No,9
2020-11-10,1002,26,494,Top,S,Yellow,Polyester,No,Yes,7
2020-11-10,2001,47,658,Pants,M,Green,Cotton,No,No,12
2020-11-11,1001,2,38,T-Shirts,L,Black,Cotton,No,No,11
2020-11-11,1002,6,90,Top,XL,Red,Polyester,Yes,Yes,7
2020-11-11,2001,50,500,Pants,M,White,Cotton,No,No,7
2020-11-12,1001,23,414,T-Shirts,L,Green,Cotton,Yes,Yes,8
2020-11-12,1002,19,133,Top,L,Green,Polyester,No,No,14
2020-11-12,2001,36,468,Pants,L,Yellow,Cotton,Yes,No,5
2020-11-13,1001,8,128,T-Shirts,M,White,Cotton,No,Yes,12
2020-11-13,1002,10,190,Top,XL,Red,Polyester,No,Yes,12
2020-11-13,2001,33,561,Pants,S,Black,Cotton,No,No,5
2020-11-14,1001,12,168,T-Shirts,S,Green,Cotton,Yes,No,10
2020-11-14,1002,3,36,Top,S,Yellow,Polyester,Yes,Yes,13
2020-11-14,2001,46,460,Pants,XL,White,Cotton,Yes,No,9
2020-11-15,1001,3,33,T-Shirts,M,White,Cotton,Yes,No,6
2020-11-15,1002,19,114,Top,M,Red,Polyester,Yes,Yes,14
2020-11-15,2001,33,396,Pants,XXL,White,Cotton,Yes,No,10
2020-11-16,1001,47,282,T-Shirts,S,Yellow,Cotton,Yes,No,14
2020-11-16,1002,13,169,Top,XL,Yellow,Polyester,No,No,5
2020-11-16,2001,13,234,Pants,S,Black,Cotton,Yes,Yes,13
2020-11-17,1001,21,231,T-Shirts,S,Green,Cotton,Yes,No,7
2020-11-17,1002,20,300,Top,XXL,Green,Polyester,Yes,Yes,13
2020-11-17,2001,27,216,Pants,M,Blue,Cotton,Yes,Yes,6
2020-11-18,1001,25,250,T-Shirts,XXL,White,Cotton,Yes,No,6
2020-11-18,1002,14,126,Top,XXL,Yellow,Polyester,No,Yes,12
2020-11-18,2001,27,216,Pants,XL,Black,Cotton,No,No,7
2020-11-19,1001,39,429,T-Shirts,XL,White,Cotton,No,No,7
2020-11-19,1002,19,304,Top,XL,Yellow,Polyester,Yes,No,9
2020-11-19,2001,18,216,Pants,S,Red,Cotton,No,Yes,13
2020-11-20,1001,34,578,T-Shirts,L,Black,Cotton,Yes,No,11
2020-11-20,1002,30,150,Top,XXL,Green,Polyester,Yes,No,11
2020-11-20,2001,8,160,Pants,L,White,Cotton,No,No,6
2020-11-21,1001,46,920,T-Shirts,XXL,Black,Cotton,No,No,9
2020-11-21,1002,10,120,Top,XXL,Blue,Polyester,Yes,No,7
2020-11-21,2001,18,162,Pants,XL,Yellow,Cotton,Yes,No,6
2020-11-22,1001,30,300,T-Shirts,XL,White,Cotton,Yes,No,14
2020-11-22,1002,20,340,Top,L,Black,Polyester,Yes,Yes,7
2020-11-22,2001,21,273,Pants,S,Black,Cotton,Yes,No,11
2020-11-23,1001,27,162,T-Shirts,XXL,Black,Cotton,No,No,12
2020-11-23,1002,24,336,Top,L,White,Polyester,Yes,No,6
2020-11-23,2001,1,15,Pants,M,Blue,Cotton,Yes,Yes,8
2020-11-24,1001,7,91,T-Shirts,S,Green,Cotton,No,No,11
2020-11-24,1002,3,27,Top,XL,White,Polyester,No,Yes,7
2020-11-24,2001,35,490,Pants,L,Blue,Cotton,No,Yes,8
2020-11-25,1001,11,209,T-Shirts,XL,Blue,Cotton,Yes,Yes,10
2020-11-25,1002,5,55,Top,XXL,Yellow,Polyester,No,No,9
2020-11-25,2001,26,442,Pants,S,Blue,Cotton,No,No,7
2020-11-26,1001,2,12,T-Shirts,XXL,Blue,Cotton,Yes,No,5
2020-11-26,1002,7,35,Top,L,Yellow,Polyester,Yes,Yes,11
2020-11-26,2001,25,375,Pants,L,Red,Cotton,No,Yes,10
2020-11-27,1001,10,170,T-Shirts,L,Red,Cotton,Yes,No,7
2020-11-27,1002,41,533,Top,S,Black,Polyester,No,No,13
2020-11-27,2001,39,429,Pants,M,Green,Cotton,No,No,10
2020-11-28,1001,5,95,T-Shirts,XXL,Green,Cotton,No,No,12
2020-11-28,1002,6,96,Top,XL,White,Polyester,No,No,12
2020-11-28,2001,14,98,Pants,S,Green,Cotton,No,No,13
2020-11-29,1001,14,112,T-Shirts,XXL,Yellow,Cotton,Yes,Yes,13
2020-11-29,1002,5,50,Top,XL,Green,Polyester,No,No,10
2020-11-29,2001,3,30,Pants,XXL,Red,Cotton,Yes,Yes,8
2020-11-30,1001,21,189,T-Shirts,L,Black,Cotton,Yes,No,10
2020-11-30,1002,9,117,Top,XL,Yellow,Polyester,No,No,6
2020-11-30,2001,17,170,Pants,M,Green,Cotton,No,No,6
2020-12-01,1001,16,176,T-Shirts,XL,Yellow,Cotton,No,No,12
2020-12-01,1002,37,407,Top,M,Yellow,Polyester,Yes,Yes,10
2020-12-01,2001,16,192,Pants,S,Black,Cotton,No,No,7
2020-12-02,1001,47,423,T-Shirts,S,White,Cotton,Yes,No,8
2020-12-02,1002,40,360,Top,XL,Yellow,Polyester,No,Yes,13
2020-12-02,2001,32,352,Pants,M,Yellow,Cotton,No,No,6
2020-12-03,1001,29,522,T-Shirts,XXL,Green,Cotton,No,Yes,7
2020-12-03,1002,49,980,Top,S,Red,Polyester,No,No,7
2020-12-03,2001,4,36,Pants,XXL,Green,Cotton,No,No,13
2020-12-04,1001,49,539,T-Shirts,XXL,White,Cotton,Yes,No,11
2020-12-04,1002,44,440,Top,L,Yellow,Polyester,Yes,No,10
2020-12-04,2001,4,52,Pants,XL,Yellow,Cotton,Yes,No,13
2020-12-05,1001,38,608,T-Shirts,XL,Black,Cotton,Yes,Yes,10
2020-12-05,1002,20,400,Top,M,Blue,Polyester,No,No,13
2020-12-05,2001,29,522,Pants,XL,Black,Cotton,Yes,Yes,11
2020-12-06,1001,16,128,T-Shirts,L,Green,Cotton,Yes,Yes,6
2020-12-06,1002,12,72,Top,XXL,Green,Polyester,No,No,9
2020-12-06,2001,33,528,Pants,S,White,Cotton,No,No,9
2020-12-07,1001,8,128,T-Shirts,M,Yellow,Cotton,Yes,No,7
2020-12-07,1002,1,20,Top,S,Red,Polyester,Yes,Yes,14
2020-12-07,2001,42,588,Pants,S,Yellow,Cotton,Yes,Yes,12
2020-12-08,1001,22,330,T-Shirts,XL,Black,Cotton,No,No,10
2020-12-08,1002,37,370,Top,XL,Black,Polyester,Yes,Yes,9
2020-12-08,2001,10,110,Pants,XXL,Yellow,Cotton,Yes,Yes,10
2020-12-09,1001,15,105,T-Shirts,XL,Green,Cotton,Yes,Yes,11
2020-12-09,1002,9,162,Top,L,Black,Polyester,No,Yes,10
2020-12-09,2001,26,364,Pants,S,Yellow,Cotton,No,No,10
2020-12-10,1001,48,432,T-Shirts,L,White,Cotton,No,Yes,13
2020-12-10,1002,13,195,Top,XL,Yellow,Polyester,Yes,Yes,6
2020-12-10,2001,19,285,Pants,XL,Green,Cotton,No,Yes,14
2020-12-11,1001,35,315,T-Shirts,M,White,Cotton,No,No,5
2020-12-11,1002,17,204,Top,M,Blue,Polyester,No,No,8
2020-12-11,2001,10,150,Pants,S,Green,Cotton,No,Yes,13
2020-12-12,1001,2,16,T-Shirts,M,Green,Cotton,Yes,No,12
2020-12-12,1002,44,396,Top,L,Red,Polyester,Yes,No,5
2020-12-12,2001,26,182,Pants,M,Red,Cotton,Yes,Yes,14
2020-12-13,1001,24,456,T-Shirts,M,Yellow,Cotton,Yes,Yes,12
2020-12-13,1002,40,760,Top,L,Blue,Polyester,Yes,Yes,13
2020-12-13,2001,1,11,Pants,L,Yellow,Cotton,No,Yes,10
2020-12-14,1001,47,799,T-Shirts,M,Yellow,Cotton,No,Yes,7
2020-12-14,1002,34,680,Top,S,White,Polyester,Yes,Yes,5
2020-12-14,2001,4,28,Pants,XL,Red,Cotton,No,No,9
2020-12-15,1001,31,372,T-Shirts,XL,Green,Cotton,No,Yes,5
2020-12-15,1002,49,735,Top,L,Green,Polyester,No,Yes,5
2020-12-15,2001,10,160,Pants,M,White,Cotton,Yes,Yes,6
2020-12-16,1001,25,125,T-Shirts,M,White,Cotton,No,No,11
2020-12-16,1002,32,512,Top,L,Green,Polyester,Yes,Yes,9
2020-12-16,2001,41,615,Pants,M,Black,Cotton,Yes,No,6
2020-12-17,1001,19,190,T-Shirts,S,Green,Cotton,Yes,No,8
2020-12-17,1002,41,492,Top,XXL,Black,Polyester,No,No,5
2020-12-17,2001,33,462,Pants,XXL,Yellow,Cotton,Yes,No,6
2020-12-18,1001,7,112,T-Shirts,XXL,White,Cotton,Yes,Yes,12
2020-12-18,1002,33,165,Top,M,White,Polyester,No,No,11
2020-12-18,2001,24,312,Pants,S,White,Cotton,No,Yes,5
2020-12-19,1001,49,588,T-Shirts,M,Black,Cotton,No,No,14
2020-12-19,1002,5,50,Top,L,Green,Polyester,No,No,5
2020-12-19,2001,24,312,Pants,M,Red,Cotton,No,Yes,10
2020-12-20,1001,9,54,T-Shirts,S,Black,Cotton,No,Yes,5
2020-12-20,1002,13,104,Top,S,Red,Polyester,Yes,Yes,6
2020-12-20,2001,8,152,Pants,XXL,Red,Cotton,Yes,Yes,5
2020-12-21,1001,27,297,T-Shirts,S,Blue,Cotton,No,Yes,8
2020-12-21,1002,45,630,Top,M,Green,Polyester,No,No,13
2020-12-21,2001,2,34,Pants,S,Yellow,Cotton,Yes,Yes,14
2020-12-22,1001,17,102,T-Shirts,S,Blue,Cotton,No,No,14
2020-12-22,1002,23,460,Top,L,Black,Polyester,No,No,10
2020-12-22,2001,38,418,Pants,S,Red,Cotton,Yes,No,14
2020-12-23,1001,47,470,T-Shirts,S,Blue,Cotton,No,No,7
2020-12-23,1002,5,95,Top,L,Black,Polyester,Yes,No,9
2020-12-23,2001,47,235,Pants,XXL,Yellow,Cotton,No,Yes,6
2020-12-24,1001,7,35,T-Shirts,L,Blue,Cotton,No,Yes,5
2020-12-24,1002,40,680,Top,S,Red,Polyester,Yes,Yes,6
2020-12-24,2001,33,429,Pants,M,Red,Cotton,No,Yes,13
2020-12-25,1001,38,418,T-Shirts,L,Blue,Cotton,Yes,No,8
2020-12-25,1002,46,782,Top,M,Red,Polyester,No,No,10
2020-12-25,2001,40,760,Pants,XXL,Green,Cotton,No,No,5
2020-12-26,1001,45,630,T-Shirts,L,White,Cotton,Yes,Yes,14
2020-12-26,1002,7,105,Top,S,Red,Polyester,No,Yes,12
2020-12-26,2001,36,576,Pants,L,Yellow,Cotton,No,Yes,9
2020-12-27,1001,34,272,T-Shirts,L,Yellow,Cotton,Yes,Yes,11
2020-12-27,1002,4,24,Top,S,White,Polyester,Yes,Yes,12
2020-12-27,2001,20,100,Pants,S,Red,Cotton,Yes,Yes,10
2020-12-28,1001,36,216,T-Shirts,S,White,Cotton,No,No,13
2020-12-28,1002,34,476,Top,S,Black,Polyester,No,No,12
2020-12-28,2001,13,234,Pants,XL,Yellow,Cotton,No,Yes,13
2020-12-29,1001,40,760,T-Shirts,XXL,Black,Cotton,No,Yes,7
2020-12-29,1002,11,132,Top,M,Red,Polyester,No,No,9
2020-12-29,2001,33,528,Pants,M,White,Cotton,Yes,Yes,13
2020-12-30,1001,6,102,T-Shirts,L,Yellow,Cotton,No,No,7
2020-12-30,1002,27,540,Top,L,White,Polyester,Yes,Yes,11
2020-12-30,2001,23,253,Pants,S,Green,Cotton,No,No,6
2020-12-31,1001,22,264,T-Shirts,XXL,Green,Cotton,Yes,No,11
2020-12-31,1002,50,700,Top,M,Red,Polyester,Yes,No,14
2020-12-31,2001,38,570,Pants,XXL,Yellow,Cotton,No,No,8
2021-01-01,1001,8,104,T-Shirts,M,Yellow,Cotton,Yes,Yes,13
2021-01-01,1002,14,252,Top,L,Green,Polyester,Yes,No,7
2021-01-01,2001,36,648,Pants,XL,Blue,Cotton,Yes,No,12
2021-01-02,1001,22,374,T-Shirts,S,Yellow,Cotton,Yes,No,6
2021-01-02,1002,11,88,Top,XL,Black,Polyester,Yes,Yes,5
2021-01-02,2001,41,615,Pants,S,Yellow,Cotton,No,Yes,13
2021-01-03,1001,37,740,T-Shirts,XXL,White,Cotton,Yes,Yes,6
2021-01-03,1002,8,96,Top,XXL,Red,Polyester,No,No,9
2021-01-03,2001,8,88,Pants,M,White,Cotton,No,Yes,5
2021-01-04,1001,40,600,T-Shirts,XL,Black,Cotton,No,Yes,12
2021-01-04,1002,4,68,Top,M,Black,Polyester,Yes,Yes,12
2021-01-04,2001,1,19,Pants,L,Red,Cotton,Yes,No,11
2021-01-05,1001,43,774,T-Shirts,XL,Yellow,Cotton,No,No,13
2021-01-05,1002,8,88,Top,M,Blue,Polyester,No,Yes,14
2021-01-05,2001,26,130,Pants,XXL,Yellow,Cotton,No,Yes,8
2021-01-06,1001,38,722,T-Shirts,M,Blue,Cotton,No,Yes,7
2021-01-06,1002,26,494,Top,M,Black,Polyester,No,Yes,7
2021-01-06,2001,33,396,Pants,M,Red,Cotton,No,Yes,10
2021-01-07,1001,47,423,T-Shirts,XL,Green,Cotton,Yes,No,13
2021-01-07,1002,17,170,Top,XL,Green,Polyester,Yes,No,6
2021-01-07,2001,42,210,Pants,XL,Yellow,Cotton,Yes,Yes,8
2021-01-08,1001,38,456,T-Shirts,L,Yellow,Cotton,No,No,5
2021-01-08,1002,37,370,Top,S,Green,Polyester,Yes,Yes,5
2021-01-08,2001,28,336,Pants,L,White,Cotton,Yes,Yes,7
2021-01-09,1001,35,385,T-Shirts,XL,Blue,Cotton,No,Yes,6
2021-01-09,1002,2,24,Top,L,Red,Polyester,No,No,5
2021-01-09,2001,2,16,Pants,S,White,Cotton,No,No,13
2021-01-10,1001,33,297,T-Shirts,L,Green,Cotton,No,No,8
2021-01-10,1002,26,234,Top,XXL,Blue,Polyester,Yes,Yes,6
2021-01-10,2001,48,288,Pants,L,Black,Cotton,No,Yes,6
2021-01-11,1001,42,798,T-Shirts,L,Green,Cotton,Yes,Yes,12
2021-01-11,1002,27,378,Top,XL,Green,Polyester,No,No,9
2021-01-11,2001,14,70,Pants,L,White,Cotton,Yes,Yes,7
2021-01-12,1001,24,144,T-Shirts,XL,Green,Cotton,Yes,No,8
2021-01-12,1002,24,456,Top,S,Blue,Polyester,Yes,Yes,12
2021-01-12,2001,1,15,Pants,L,Black,Cotton,Yes,No,8
2021-01-13,1001,8,48,T-Shirts,XXL,Blue,Cotton,Yes,No,13
2021-01-13,1002,49,343,Top,XXL,Yellow,Polyester,No,No,14
2021-01-13,2001,27,162,Pants,XL,Green,Cotton,Yes,No,11
2021-01-14,1001,37,296,T-Shirts,M,Blue,Cotton,No,Yes,14
2021-01-14,1002,32,224,Top,L,Red,Polyester,Yes,Yes,7
2021-01-14,2001,11,121,Pants,L,Black,Cotton,No,Yes,12
2021-01-15,1001,32,352,T-Shirts,L,Black,Cotton,Yes,Yes,6
2021-01-15,1002,46,736,Top,M,Black,Polyester,No,No,6
2021-01-15,2001,19,361,Pants,M,White,Cotton,No,No,14
2021-01-16,1001,13,247,T-Shirts,S,Black,Cotton,No,No,7
2021-01-16,1002,22,374,Top,XXL,Red,Polyester,No,Yes,13
2021-01-16,2001,29,435,Pants,XXL,Black,Cotton,No,No,12
2021-01-17,1001,20,240,T-Shirts,L,Red,Cotton,Yes,Yes,7
2021-01-17,1002,30,450,Top,M,Black,Polyester,Yes,Yes,7
2021-01-17,2001,5,60,Pants,XL,Blue,Cotton,Yes,No,10
2021-01-18,1001,36,288,T-Shirts,S,Red,Cotton,No,Yes,11
2021-01-18,1002,43,817,Top,M,Yellow,Polyester,No,Yes,13
2021-01-18,2001,42,714,Pants,S,Blue,Cotton,Yes,Yes,5
2021-01-19,1001,19,95,T-Shirts,XL,Red,Cotton,No,Yes,5
2021-01-19,1002,18,180,Top,S,White,Polyester,Yes,No,5
2021-01-19,2001,21,189,Pants,S,Yellow,Cotton,No,No,6
2021-01-20,1001,13,117,T-Shirts,XL,Red,Cotton,No,Yes,8
2021-01-20,1002,44,264,Top,S,Green,Polyester,No,No,14
2021-01-20,2001,5,55,Pants,XL,Black,Cotton,Yes,Yes,5
2021-01-21,1001,3,60,T-Shirts,XL,Yellow,Cotton,Yes,Yes,6
2021-01-21,1002,1,10,Top,S,White,Polyester,Yes,No,5
2021-01-21,2001,29,232,Pants,XXL,Green,Cotton,Yes,No,9
2021-01-22,1001,22,220,T-Shirts,XL,Yellow,Cotton,No,Yes,14
2021-01-22,1002,49,735,Top,XL,Yellow,Polyester,No,Yes,14
2021-01-22,2001,38,646,Pants,S,Green,Cotton,Yes,Yes,7
2021-01-23,1001,15,120,T-Shirts,XXL,Green,Cotton,Yes,No,13
2021-01-23,1002,27,162,Top,M,Blue,Polyester,No,Yes,10
2021-01-23,2001,40,680,Pants,M,White,Cotton,Yes,Yes,9
2021-01-24,1001,45,630,T-Shirts,M,Green,Cotton,No,No,14
2021-01-24,1002,18,108,Top,XL,Yellow,Polyester,Yes,Yes,5
2021-01-24,2001,15,270,Pants,XXL,Black,Cotton,Yes,No,5
2021-01-25,1001,35,280,T-Shirts,XXL,Blue,Cotton,Yes,Yes,12
2021-01-25,1002,17,187,Top,XXL,Blue,Polyester,Yes,No,7
2021-01-25,2001,17,136,Pants,XL,White,Cotton,Yes,Yes,11
2021-01-26,1001,35,630,T-Shirts,L,Yellow,Cotton,Yes,No,5
2021-01-26,1002,11,220,Top,XL,Red,Polyester,Yes,No,5
2021-01-26,2001,8,72,Pants,XXL,Black,Cotton,No,No,14
2021-01-27,1001,48,864,T-Shirts,M,Black,Cotton,Yes,No,5
2021-01-27,1002,31,248,Top,XL,Yellow,Polyester,Yes,Yes,10
2021-01-27,2001,29,145,Pants,L,Blue,Cotton,Yes,No,7
2021-01-28,1001,24,192,T-Shirts,L,Yellow,Cotton,No,No,12
2021-01-28,1002,21,252,Top,S,Red,Polyester,No,No,5
2021-01-28,2001,48,912,Pants,L,Red,Cotton,Yes,Yes,12
2021-01-29,1001,19,171,T-Shirts,S,Yellow,Cotton,No,No,9
2021-01-29,1002,40,320,Top,M,White,Polyester,Yes,Yes,11
2021-01-29,2001,17,255,Pants,M,Green,Cotton,Yes,No,6
2021-01-30,1001,50,1000,T-Shirts,XL,Blue,Cotton,No,No,14
2021-01-30,1002,32,544,Top,L,Red,Polyester,Yes,No,8
2021-01-30,2001,43,301,Pants,XXL,Red,Cotton,No,No,9
2021-01-31,1001,44,528,T-Shirts,M,Yellow,Cotton,Yes,Yes,6
2021-01-31,1002,40,280,Top,XL,Black,Polyester,Yes,Yes,13
2021-01-31,2001,41,656,Pants,L,Blue,Cotton,No,No,6
