Date,Product Code,Sales Quantity,Sales Revenue,Category,Size,Color,Material,Promo 1,Promo 2,Lead Time (days)
2017-12-16,3001,13,91,Dress,M,Black,Chiffon,No,No,8
2017-12-16,3002,42,546,Skirt,XXS,Green,Cotton,No,Yes,12
2017-12-16,3003,2,12,Jumpsuit,M,White,Silk,Yes,Yes,11
2017-12-16,4001,34,612,Sweater,XL,Yellow,Wool,Yes,Yes,12
2017-12-16,4002,20,300,Cardigan,L,Red,Cashmere,No,Yes,8
2017-12-16,5001,30,240,Blouse,XS,White,Silk,No,No,6
2017-12-16,5002,40,480,Jacket,L,Blue,Leather,No,Yes,14
2017-12-16,6001,42,294,Shorts,S,Blue,Denim,No,No,7
2017-12-16,6002,8,112,Leggings,XXS,Red,Spandex,No,Yes,5
2017-12-16,7001,24,144,Coat,XL,Red,Wool,No,Yes,7
2017-12-16,7002,10,160,Parka,XXS,White,Nylon,No,Yes,6
2017-12-16,7003,13,78,Trench Coat,XXS,Red,Cotton,No,No,8
2017-12-16,8001,43,774,Hoodie,M,Black,Cotton,Yes,Yes,14
2017-12-16,8002,9,81,Sweatshirt,L,Yellow,Polyester,Yes,No,11
2017-12-16,9001,41,410,Blazer,XL,Red,Cotton,Yes,No,6
2017-12-16,9002,24,288,Suit,XS,Blue,Wool,No,Yes,7
2017-12-16,9003,10,80,Polo Shirt,L,White,Cotton,No,Yes,9
2017-12-16,9004,13,117,Trousers,L,Black,Polyester,Yes,Yes,5
2017-12-17,1001,39,585,T-Shirts,XXS,Yellow,Cotton,No,No,7
2017-12-17,1002,48,720,Top,XXS,Black,Polyester,No,No,13
2017-12-17,2001,12,132,Pants,XS,White,Cotton,No,Yes,7
2017-12-17,2002,45,315,Jeans,XXL,Green,Denim,No,Yes,9
2017-12-17,3001,12,144,Dress,XS,Blue,Chiffon,Yes,Yes,11
2017-12-17,3002,7,98,Skirt,M,Yellow,Cotton,Yes,No,11
2017-12-17,3003,43,774,Jumpsuit,XXL,Yellow,Silk,Yes,No,13
2017-12-17,4001,26,156,Sweater,L,Blue,Wool,Yes,No,13
2017-12-17,4002,23,115,Cardigan,L,Black,Cashmere,Yes,Yes,14
2017-12-17,5001,41,410,Blouse,XS,Black,Silk,Yes,No,6
2017-12-17,5002,36,468,Jacket,L,Green,Leather,No,No,14
2017-12-17,6001,11,88,Shorts,L,Red,Denim,Yes,Yes,6
2017-12-17,6002,19,266,Leggings,S,Yellow,Spandex,No,Yes,10
2017-12-17,7001,14,196,Coat,XXL,Yellow,Wool,No,No,11
2017-12-17,7002,33,198,Parka,S,Black,Nylon,No,No,10
2017-12-17,7003,34,204,Trench Coat,XS,Red,Cotton,Yes,Yes,9
2017-12-17,8001,24,384,Hoodie,S,Black,Cotton,No,No,11
2017-12-17,8002,13,91,Sweatshirt,XL,Red,Polyester,No,Yes,7
2017-12-17,9001,21,147,Blazer,XXL,Green,Cotton,Yes,No,8
2017-12-17,9002,2,26,Suit,XS,Green,Wool,Yes,No,8
2017-12-17,9003,29,493,Polo Shirt,M,White,Cotton,Yes,No,12
2017-12-17,9004,25,425,Trousers,L,Green,Polyester,No,Yes,6
2017-12-18,1001,48,768,T-Shirts,XS,Red,Cotton,No,Yes,11
2017-12-18,1002,6,54,Top,XXS,Green,Polyester,Yes,Yes,10
2017-12-18,2001,1,9,Pants,XXL,Black,Cotton,No,Yes,11
2017-12-18,2002,44,836,Jeans,XS,Blue,Denim,No,No,8
2017-12-18,3001,38,228,Dress,XS,Red,Chiffon,Yes,Yes,5
2017-12-18,3002,32,384,Skirt,S,Blue,Cotton,Yes,No,10
2017-12-18,3003,2,16,Jumpsuit,XXL,Blue,Silk,No,Yes,7
2017-12-18,4001,17,85,Sweater,XXS,Yellow,Wool,Yes,Yes,8
2017-12-18,4002,31,217,Cardigan,XXS,Green,Cashmere,Yes,Yes,13
2017-12-18,5001,8,160,Blouse,XL,Blue,Silk,No,No,10
2017-12-18,5002,28,504,Jacket,M,Green,Leather,Yes,No,5
2017-12-18,6001,15,240,Shorts,S,Blue,Denim,Yes,Yes,13
2017-12-18,6002,3,57,Leggings,M,White,Spandex,Yes,Yes,12
2017-12-18,7001,36,252,Coat,S,Yellow,Wool,No,Yes,10
2017-12-18,7002,5,100,Parka,L,White,Nylon,No,Yes,14
2017-12-18,7003,10,130,Trench Coat,XXS,Yellow,Cotton,Yes,No,11
2017-12-18,8001,28,224,Hoodie,S,Green,Cotton,No,Yes,14
2017-12-18,8002,31,558,Sweatshirt,XXL,White,Polyester,No,Yes,6
2017-12-18,9001,41,492,Blazer,XS,Blue,Cotton,No,Yes,11
2017-12-18,9002,45,540,Suit,S,Red,Wool,Yes,No,6
2017-12-18,9003,3,51,Polo Shirt,XXS,Black,Cotton,Yes,Yes,12
2017-12-18,9004,44,704,Trousers,L,Blue,Polyester,Yes,No,8
2017-12-19,1001,1,5,T-Shirts,XL,Black,Cotton,No,No,6
2017-12-19,1002,3,51,Top,XS,Red,Polyester,No,No,12
2017-12-19,2001,4,68,Pants,XXS,Black,Cotton,No,Yes,13
2017-12-19,2002,50,350,Jeans,XS,Green,Denim,No,No,14
2017-12-19,3001,25,225,Dress,S,Black,Chiffon,No,No,8
2017-12-19,3002,47,611,Skirt,S,White,Cotton,No,No,13
2017-12-19,3003,36,684,Jumpsuit,XXS,Black,Silk,No,Yes,11
2017-12-19,4001,3,45,Sweater,S,Yellow,Wool,Yes,No,9
2017-12-19,4002,30,360,Cardigan,L,Black,Cashmere,Yes,Yes,5
2017-12-19,5001,31,341,Blouse,XXS,Yellow,Silk,No,No,6
2017-12-19,5002,49,980,Jacket,XXS,Yellow,Leather,Yes,No,5
2017-12-19,6001,14,266,Shorts,S,Red,Denim,Yes,Yes,7
2017-12-19,6002,46,874,Leggings,S,White,Spandex,Yes,Yes,7
2017-12-19,7001,45,405,Coat,L,Red,Wool,Yes,No,9
2017-12-19,7002,35,245,Parka,XS,Black,Nylon,Yes,No,13
2017-12-19,7003,29,290,Trench Coat,L,Blue,Cotton,No,No,8
2017-12-19,8001,17,170,Hoodie,S,Red,Cotton,No,Yes,11
2017-12-19,8002,30,540,Sweatshirt,XXL,Green,Polyester,Yes,No,9
2017-12-19,9001,24,264,Blazer,XXS,White,Cotton,Yes,Yes,6
2017-12-19,9002,19,209,Suit,M,Blue,Wool,Yes,No,11
2017-12-19,9003,41,533,Polo Shirt,XXS,Green,Cotton,No,No,7
2017-12-19,9004,14,210,Trousers,M,Blue,Polyester,Yes,Yes,9
2017-12-20,1001,21,189,T-Shirts,XXS,Black,Cotton,No,Yes,12
2017-12-20,1002,22,132,Top,XXS,Yellow,Polyester,No,No,11
2017-12-20,2001,7,133,Pants,S,Blue,Cotton,No,Yes,13
2017-12-20,2002,14,266,Jeans,S,Blue,Denim,No,No,9
2017-12-20,3001,22,198,Dress,S,Red,Chiffon,No,Yes,12
2017-12-20,3002,14,196,Skirt,XS,Red,Cotton,No,No,7
2017-12-20,3003,6,60,Jumpsuit,XXL,Green,Silk,No,Yes,9
2017-12-20,4001,10,150,Sweater,L,Blue,Wool,No,No,6
2017-12-20,4002,3,18,Cardigan,XXS,Green,Cashmere,Yes,Yes,10
2017-12-20,5001,35,315,Blouse,M,Yellow,Silk,Yes,No,9
2017-12-20,5002,39,741,Jacket,M,Red,Leather,Yes,No,5
2017-12-20,6001,36,648,Shorts,L,Black,Denim,Yes,Yes,14
2017-12-20,6002,31,310,Leggings,S,Red,Spandex,No,No,12
2017-12-20,7001,20,340,Coat,M,White,Wool,No,No,14
2017-12-20,7002,35,315,Parka,XS,Green,Nylon,No,No,11
2017-12-20,7003,41,656,Trench Coat,XL,Yellow,Cotton,Yes,No,10
2017-12-20,8001,46,736,Hoodie,M,Black,Cotton,No,Yes,5
2017-12-20,8002,50,500,Sweatshirt,S,Yellow,Polyester,No,No,12
2017-12-20,9001,2,12,Blazer,XS,Yellow,Cotton,Yes,Yes,9
2017-12-20,9002,11,99,Suit,XXL,Red,Wool,Yes,Yes,6
2017-12-20,9003,16,112,Polo Shirt,XS,Red,Cotton,No,Yes,6
2017-12-20,9004,35,665,Trousers,XS,Black,Polyester,Yes,Yes,9
2017-12-21,1001,26,312,T-Shirts,L,Black,Cotton,Yes,No,10
2017-12-21,1002,1,20,Top,M,White,Polyester,No,No,12
2017-12-21,2001,43,688,Pants,L,Green,Cotton,No,Yes,11
2017-12-21,2002,19,209,Jeans,XS,Black,Denim,Yes,No,6
2017-12-21,3001,15,180,Dress,L,Blue,Chiffon,Yes,Yes,13
2017-12-21,3002,45,495,Skirt,M,White,Cotton,No,Yes,8
2017-12-21,3003,36,540,Jumpsuit,S,Yellow,Silk,No,No,13
2017-12-21,4001,40,800,Sweater,XXL,Black,Wool,No,Yes,6
2017-12-21,4002,9,180,Cardigan,S,Green,Cashmere,No,Yes,14
2017-12-21,5001,16,240,Blouse,XXL,Yellow,Silk,No,No,7
2017-12-21,5002,25,150,Jacket,XS,Yellow,Leather,No,Yes,8
2017-12-21,6001,31,496,Shorts,XXL,Blue,Denim,No,Yes,9
2017-12-21,6002,7,35,Leggings,XXL,Green,Spandex,Yes,No,6
2017-12-21,7001,27,351,Coat,L,Yellow,Wool,Yes,Yes,12
2017-12-21,7002,30,420,Parka,XXS,Yellow,Nylon,No,No,11
2017-12-21,7003,30,330,Trench Coat,XXS,Blue,Cotton,Yes,No,9
2017-12-21,8001,6,30,Hoodie,S,Black,Cotton,No,No,5
2017-12-21,8002,14,280,Sweatshirt,XL,Blue,Polyester,No,No,6
2017-12-21,9001,1,19,Blazer,L,Blue,Cotton,Yes,Yes,7
2017-12-21,9002,20,100,Suit,XXS,Red,Wool,Yes,Yes,13
2017-12-21,9003,30,480,Polo Shirt,XXL,Green,Cotton,Yes,Yes,11
2017-12-21,9004,41,779,Trousers,XS,White,Polyester,No,Yes,13
2017-12-22,1001,8,96,T-Shirts,L,White,Cotton,Yes,No,13
2017-12-22,1002,30,570,Top,XXS,Red,Polyester,No,No,8
2017-12-22,2001,25,450,Pants,S,Green,Cotton,Yes,No,11
2017-12-22,2002,10,180,Jeans,XL,Black,Denim,Yes,No,6
2017-12-22,3001,1,8,Dress,XXS,Black,Chiffon,Yes,Yes,14
2017-12-22,3002,15,240,Skirt,XXL,Black,Cotton,No,Yes,8
2017-12-22,3003,43,688,Jumpsuit,XXL,Blue,Silk,No,Yes,6
2017-12-22,4001,45,810,Sweater,XL,Green,Wool,Yes,Yes,11
2017-12-22,4002,13,208,Cardigan,XL,Red,Cashmere,No,Yes,14
2017-12-22,5001,23,437,Blouse,M,Blue,Silk,Yes,No,6
2017-12-22,5002,42,588,Jacket,XXL,Green,Leather,No,Yes,6
2017-12-22,6001,27,351,Shorts,XL,Yellow,Denim,Yes,No,7
2017-12-22,6002,48,864,Leggings,XS,Red,Spandex,No,No,13
2017-12-22,7001,29,319,Coat,S,Black,Wool,No,No,5
2017-12-22,7002,32,224,Parka,XXS,Red,Nylon,No,Yes,6
2017-12-22,7003,35,350,Trench Coat,S,Black,Cotton,Yes,Yes,7
2017-12-22,8001,42,378,Hoodie,M,Black,Cotton,Yes,Yes,5
2017-12-22,8002,13,156,Sweatshirt,XXL,White,Polyester,Yes,Yes,11
2017-12-22,9001,23,391,Blazer,S,Yellow,Cotton,No,No,13
2017-12-22,9002,39,585,Suit,L,Green,Wool,Yes,No,8
2017-12-22,9003,37,592,Polo Shirt,XS,Blue,Cotton,No,Yes,11
2017-12-22,9004,49,441,Trousers,XS,Blue,Polyester,No,No,10
2017-12-23,1001,15,225,T-Shirts,XS,Black,Cotton,No,Yes,7
2017-12-23,1002,13,169,Top,L,Green,Polyester,Yes,Yes,13
2017-12-23,2001,6,60,Pants,XXL,Red,Cotton,No,No,8
2017-12-23,2002,49,343,Jeans,XXL,Black,Denim,Yes,Yes,9
2017-12-23,3001,5,50,Dress,XL,Red,Chiffon,No,No,9
2017-12-23,3002,29,493,Skirt,L,Red,Cotton,No,No,8
2017-12-23,3003,38,418,Jumpsuit,XS,White,Silk,Yes,Yes,14
2017-12-23,4001,42,630,Sweater,XS,Green,Wool,Yes,No,13
2017-12-23,4002,4,64,Cardigan,S,Blue,Cashmere,Yes,Yes,6
2017-12-23,5001,35,385,Blouse,M,Blue,Silk,No,No,7
2017-12-23,5002,49,588,Jacket,XXS,Red,Leather,No,Yes,8
2017-12-23,6001,45,540,Shorts,XXL,Yellow,Denim,No,No,7
2017-12-23,6002,36,684,Leggings,S,Red,Spandex,Yes,Yes,6
2017-12-23,7001,48,528,Coat,S,Yellow,Wool,Yes,Yes,14
2017-12-23,7002,40,280,Parka,XXS,Red,Nylon,No,Yes,5
2017-12-23,7003,14,224,Trench Coat,XL,Yellow,Cotton,No,No,12
2017-12-23,8001,7,112,Hoodie,XL,Green,Cotton,No,No,11
2017-12-23,8002,12,72,Sweatshirt,XXL,White,Polyester,No,No,11
2017-12-23,9001,37,555,Blazer,XXS,Blue,Cotton,Yes,Yes,10
2017-12-23,9002,14,154,Suit,S,Blue,Wool,Yes,Yes,7
2017-12-23,9003,49,294,Polo Shirt,XXS,Red,Cotton,Yes,No,12
2017-12-23,9004,16,96,Trousers,XL,Green,Polyester,Yes,No,14
2017-12-24,1001,34,238,T-Shirts,S,Black,Cotton,Yes,No,7
2017-12-24,1002,24,312,Top,M,Yellow,Polyester,Yes,No,10
2017-12-24,2001,37,629,Pants,XS,Black,Cotton,No,Yes,6
2017-12-24,2002,12,72,Jeans,XS,Red,Denim,Yes,No,14
2017-12-24,3001,31,155,Dress,XXL,Green,Chiffon,No,Yes,5
2017-12-24,3002,38,456,Skirt,S,White,Cotton,Yes,No,10
2017-12-24,3003,40,680,Jumpsuit,XXL,Black,Silk,No,No,8
2017-12-24,4001,47,611,Sweater,L,Blue,Wool,No,Yes,14
2017-12-24,4002,28,476,Cardigan,L,Red,Cashmere,No,Yes,5
2017-12-24,5001,35,420,Blouse,XXS,Green,Silk,No,No,8
2017-12-24,5002,8,88,Jacket,XL,Green,Leather,Yes,Yes,12
2017-12-24,6001,29,377,Shorts,L,Red,Denim,Yes,No,7
2017-12-24,6002,27,432,Leggings,XL,Green,Spandex,No,Yes,12
2017-12-24,7001,27,432,Coat,XXS,Black,Wool,Yes,No,6
2017-12-24,7002,30,360,Parka,M,Green,Nylon,No,Yes,14
2017-12-24,7003,50,400,Trench Coat,S,Blue,Cotton,Yes,Yes,12
2017-12-24,8001,3,42,Hoodie,S,Green,Cotton,No,Yes,10
2017-12-24,8002,41,205,Sweatshirt,XXL,Black,Polyester,No,No,10
2017-12-24,9001,5,80,Blazer,L,Black,Cotton,No,Yes,9
2017-12-24,9002,28,336,Suit,XXL,Black,Wool,No,No,8
2017-12-24,9003,4,52,Polo Shirt,XXL,White,Cotton,No,No,7
2017-12-24,9004,3,48,Trousers,M,Red,Polyester,Yes,No,5
2017-12-25,1001,28,532,T-Shirts,XS,Green,Cotton,Yes,Yes,14
2017-12-25,1002,17,204,Top,XL,Black,Polyester,Yes,No,8
2017-12-25,2001,46,644,Pants,XXL,Red,Cotton,No,No,14
2017-12-25,2002,37,222,Jeans,S,White,Denim,No,No,14
2017-12-25,3001,24,360,Dress,XXL,Red,Chiffon,No,No,10
2017-12-25,3002,2,30,Skirt,M,Red,Cotton,No,No,10
2017-12-25,3003,41,328,Jumpsuit,XXL,Yellow,Silk,No,No,14
2017-12-25,4001,35,210,Sweater,M,Yellow,Wool,No,Yes,12
2017-12-25,4002,8,136,Cardigan,XS,Black,Cashmere,No,No,6
2017-12-25,5001,15,105,Blouse,S,Black,Silk,No,No,11
2017-12-25,5002,12,108,Jacket,L,Blue,Leather,No,No,11
2017-12-25,6001,15,105,Shorts,M,Red,Denim,Yes,No,14
2017-12-25,6002,30,390,Leggings,L,White,Spandex,No,Yes,8
2017-12-25,7001,2,24,Coat,S,White,Wool,No,Yes,8
2017-12-25,7002,46,598,Parka,XXL,Yellow,Nylon,No,Yes,5
2017-12-25,7003,24,360,Trench Coat,M,Blue,Cotton,Yes,Yes,6
2017-12-25,8001,28,196,Hoodie,XS,Blue,Cotton,Yes,No,13
2017-12-25,8002,2,10,Sweatshirt,XS,Black,Polyester,No,No,12
2017-12-25,9001,30,480,Blazer,XL,Red,Cotton,Yes,No,10
2017-12-25,9002,19,171,Suit,XL,Blue,Wool,Yes,No,5
2017-12-25,9003,15,240,Polo Shirt,XS,Black,Cotton,Yes,Yes,12
2017-12-25,9004,26,390,Trousers,S,Blue,Polyester,No,Yes,11
2017-12-26,1001,43,688,T-Shirts,XL,Black,Cotton,No,No,14
2017-12-26,1002,29,232,Top,M,Yellow,Polyester,Yes,Yes,14
2017-12-26,2001,24,360,Pants,XS,Green,Cotton,No,No,12
2017-12-26,2002,40,360,Jeans,S,Green,Denim,No,Yes,7
2017-12-26,3001,43,430,Dress,M,Blue,Chiffon,Yes,Yes,6
2017-12-26,3002,18,162,Skirt,XL,Blue,Cotton,Yes,Yes,13
2017-12-26,3003,13,247,Jumpsuit,M,Green,Silk,Yes,Yes,11
2017-12-26,4001,41,451,Sweater,S,Green,Wool,Yes,No,7
2017-12-26,4002,45,765,Cardigan,M,White,Cashmere,No,No,10
2017-12-26,5001,14,182,Blouse,S,Blue,Silk,Yes,No,10
2017-12-26,5002,50,300,Jacket,XS,Red,Leather,No,Yes,10
2017-12-26,6001,33,561,Shorts,XS,Black,Denim,Yes,No,14
2017-12-26,6002,13,260,Leggings,L,White,Spandex,Yes,No,6
2017-12-26,7001,30,540,Coat,XXS,Green,Wool,Yes,No,14
2017-12-26,7002,38,494,Parka,XXS,Green,Nylon,No,No,10
2017-12-26,7003,41,820,Trench Coat,XXS,Green,Cotton,Yes,No,13
2017-12-26,8001,16,96,Hoodie,M,Green,Cotton,No,No,6
2017-12-26,8002,46,782,Sweatshirt,XXL,Green,Polyester,Yes,No,12
2017-12-26,9001,32,256,Blazer,L,Black,Cotton,Yes,Yes,7
2017-12-26,9002,43,258,Suit,XXL,White,Wool,Yes,Yes,13
2017-12-26,9003,29,261,Polo Shirt,L,Black,Cotton,Yes,No,6
2017-12-26,9004,9,144,Trousers,XL,Red,Polyester,No,Yes,7
2017-12-27,1001,34,680,T-Shirts,XS,Yellow,Cotton,Yes,Yes,6
2017-12-27,1002,17,238,Top,XL,White,Polyester,Yes,Yes,5
2017-12-27,2001,1,8,Pants,M,Red,Cotton,No,Yes,11
2017-12-27,2002,39,702,Jeans,XXS,Green,Denim,Yes,Yes,14
2017-12-27,3001,1,7,Dress,XS,Yellow,Chiffon,No,No,12
2017-12-27,3002,38,228,Skirt,XS,Green,Cotton,Yes,Yes,11
2017-12-27,3003,49,294,Jumpsuit,M,Red,Silk,Yes,No,13
2017-12-27,4001,22,154,Sweater,XL,White,Wool,Yes,Yes,5
2017-12-27,4002,33,363,Cardigan,XS,Black,Cashmere,No,No,10
2017-12-27,5001,35,595,Blouse,L,Yellow,Silk,Yes,Yes,11
2017-12-27,5002,37,333,Jacket,S,Black,Leather,Yes,Yes,12
2017-12-27,6001,47,564,Shorts,XS,Black,Denim,No,Yes,14
2017-12-27,6002,11,99,Leggings,L,White,Spandex,No,No,9
2017-12-27,7001,28,364,Coat,XXS,Blue,Wool,No,Yes,12
2017-12-27,7002,39,624,Parka,XXL,Black,Nylon,No,No,7
2017-12-27,7003,25,275,Trench Coat,XL,Green,Cotton,Yes,No,7
2017-12-27,8001,50,250,Hoodie,XL,Yellow,Cotton,No,No,5
2017-12-27,8002,31,496,Sweatshirt,S,Red,Polyester,Yes,No,12
2017-12-27,9001,16,288,Blazer,XXL,Green,Cotton,Yes,No,5
2017-12-27,9002,2,36,Suit,XXL,Red,Wool,Yes,Yes,5
2017-12-27,9003,29,290,Polo Shirt,S,Black,Cotton,No,Yes,6
2017-12-27,9004,50,350,Trousers,XXS,Green,Polyester,Yes,Yes,6
2017-12-28,1001,33,594,T-Shirts,M,Yellow,Cotton,Yes,Yes,8
2017-12-28,1002,21,231,Top,XXS,Black,Polyester,Yes,Yes,7
2017-12-28,2001,23,437,Pants,XXS,White,Cotton,Yes,Yes,11
2017-12-28,2002,6,120,Jeans,XXS,Green,Denim,Yes,Yes,14
2017-12-28,3001,46,874,Dress,L,Blue,Chiffon,No,Yes,6
2017-12-28,3002,23,460,Skirt,M,Yellow,Cotton,Yes,Yes,7
2017-12-28,3003,46,874,Jumpsuit,S,White,Silk,Yes,Yes,10
2017-12-28,4001,21,336,Sweater,XXL,Yellow,Wool,Yes,No,9
2017-12-28,4002,40,760,Cardigan,XXL,Yellow,Cashmere,No,No,8
2017-12-28,5001,32,512,Blouse,XXL,Black,Silk,No,Yes,5
2017-12-28,5002,16,224,Jacket,M,Red,Leather,No,No,6
2017-12-28,6001,23,437,Shorts,M,Black,Denim,Yes,Yes,13
2017-12-28,6002,9,99,Leggings,L,Black,Spandex,Yes,No,13
2017-12-28,7001,19,266,Coat,XXL,Red,Wool,Yes,No,13
2017-12-28,7002,1,20,Parka,XL,Red,Nylon,Yes,Yes,8
2017-12-28,7003,3,54,Trench Coat,XXS,Red,Cotton,No,Yes,5
2017-12-28,8001,29,261,Hoodie,XL,Blue,Cotton,Yes,No,13
2017-12-28,8002,36,288,Sweatshirt,XS,Black,Polyester,Yes,Yes,11
2017-12-28,9001,7,126,Blazer,XXL,Blue,Cotton,Yes,Yes,8
2017-12-28,9002,22,176,Suit,S,White,Wool,No,No,8
2017-12-28,9003,4,32,Polo Shirt,M,White,Cotton,Yes,Yes,6
2017-12-28,9004,30,240,Trousers,XS,Green,Polyester,No,Yes,14
2017-12-29,1001,40,560,T-Shirts,XL,Green,Cotton,Yes,Yes,5
2017-12-29,1002,24,456,Top,L,Blue,Polyester,Yes,No,11
2017-12-29,2001,41,697,Pants,S,Green,Cotton,Yes,Yes,8
2017-12-29,2002,44,836,Jeans,XS,Black,Denim,Yes,No,12
2017-12-29,3001,12,156,Dress,S,White,Chiffon,No,Yes,6
2017-12-29,3002,29,551,Skirt,XXS,Red,Cotton,No,Yes,11
2017-12-29,3003,30,510,Jumpsuit,L,Black,Silk,Yes,No,7
2017-12-29,4001,43,430,Sweater,L,Red,Wool,No,Yes,6
2017-12-29,4002,2,28,Cardigan,S,White,Cashmere,No,Yes,14
2017-12-29,5001,43,731,Blouse,M,Green,Silk,No,Yes,13
2017-12-29,5002,12,216,Jacket,XS,Blue,Leather,Yes,Yes,9
2017-12-29,6001,4,60,Shorts,M,Red,Denim,Yes,No,12
2017-12-29,6002,44,264,Leggings,L,Red,Spandex,Yes,Yes,8
2017-12-29,7001,19,228,Coat,XL,Red,Wool,Yes,No,6
2017-12-29,7002,36,684,Parka,S,Red,Nylon,Yes,No,11
2017-12-29,7003,2,22,Trench Coat,XXL,White,Cotton,Yes,Yes,14
2017-12-29,8001,22,176,Hoodie,S,Red,Cotton,No,No,13
2017-12-29,8002,9,54,Sweatshirt,M,Red,Polyester,Yes,No,7
2017-12-29,9001,45,225,Blazer,XXL,Green,Cotton,No,No,5
2017-12-29,9002,3,30,Suit,L,Black,Wool,No,No,8
2017-12-29,9003,11,121,Polo Shirt,S,White,Cotton,Yes,Yes,8
2017-12-29,9004,3,57,Trousers,M,Green,Polyester,Yes,Yes,5
2017-12-30,1001,46,552,T-Shirts,XL,White,Cotton,No,Yes,6
2017-12-30,1002,1,17,Top,L,Blue,Polyester,Yes,No,8
2017-12-30,2001,6,30,Pants,XXL,Black,Cotton,Yes,No,8
2017-12-30,2002,35,210,Jeans,XXS,Black,Denim,Yes,No,9
2017-12-30,3001,16,256,Dress,XL,Black,Chiffon,No,No,8
2017-12-30,3002,28,392,Skirt,M,Black,Cotton,No,Yes,12
2017-12-30,3003,31,589,Jumpsuit,XL,Green,Silk,No,Yes,13
2017-12-30,4001,11,99,Sweater,S,Blue,Wool,No,Yes,6
2017-12-30,4002,31,372,Cardigan,XS,Blue,Cashmere,Yes,No,8
2017-12-30,5001,44,704,Blouse,XL,Black,Silk,No,No,11
2017-12-30,5002,31,155,Jacket,XXL,Yellow,Leather,No,No,5
2017-12-30,6001,20,160,Shorts,M,Green,Denim,No,No,6
2017-12-30,6002,36,324,Leggings,M,Green,Spandex,Yes,Yes,13
2017-12-30,7001,8,128,Coat,XXL,Black,Wool,Yes,Yes,11
2017-12-30,7002,41,533,Parka,M,Red,Nylon,Yes,No,6
2017-12-30,7003,17,272,Trench Coat,XS,Green,Cotton,No,Yes,5
2017-12-30,8001,41,451,Hoodie,XXL,Black,Cotton,No,No,7
2017-12-30,8002,25,175,Sweatshirt,S,Blue,Polyester,Yes,No,10
2017-12-30,9001,24,312,Blazer,XL,Black,Cotton,Yes,Yes,14
2017-12-30,9002,45,225,Suit,XXS,Blue,Wool,Yes,Yes,5
2017-12-30,9003,8,120,Polo Shirt,XXS,White,Cotton,Yes,No,14
2017-12-30,9004,29,406,Trousers,S,White,Polyester,No,Yes,7
2017-12-31,1001,10,130,T-Shirts,XXL,Red,Cotton,No,No,6
2017-12-31,1002,5,75,Top,XS,Yellow,Polyester,Yes,Yes,6
2017-12-31,2001,41,492,Pants,L,Red,Cotton,No,Yes,12
2017-12-31,2002,14,196,Jeans,XL,Green,Denim,Yes,No,6
2017-12-31,3001,50,300,Dress,L,Green,Chiffon,Yes,No,10
2017-12-31,3002,4,44,Skirt,XXS,Blue,Cotton,Yes,Yes,6
2017-12-31,3003,30,450,Jumpsuit,XXL,Blue,Silk,No,No,8
2017-12-31,4001,7,70,Sweater,XXL,Blue,Wool,Yes,No,12
2017-12-31,4002,47,329,Cardigan,XS,Yellow,Cashmere,Yes,No,9
2017-12-31,5001,46,828,Blouse,XXS,Blue,Silk,No,No,9
2017-12-31,5002,47,705,Jacket,S,Yellow,Leather,No,Yes,7
2017-12-31,6001,34,340,Shorts,S,Blue,Denim,Yes,No,5
2017-12-31,6002,2,12,Leggings,M,Black,Spandex,No,No,6
2017-12-31,7001,43,344,Coat,XXL,Yellow,Wool,No,No,13
2017-12-31,7002,15,120,Parka,XS,Yellow,Nylon,No,Yes,12
2017-12-31,7003,7,105,Trench Coat,XXL,Black,Cotton,Yes,Yes,9
2017-12-31,8001,43,602,Hoodie,XS,Blue,Cotton,Yes,Yes,6
2017-12-31,8002,32,224,Sweatshirt,XXL,Black,Polyester,Yes,No,11
2017-12-31,9001,27,351,Blazer,L,Green,Cotton,Yes,No,7
2017-12-31,9002,17,119,Suit,S,Yellow,Wool,Yes,No,9
2017-12-31,9003,16,144,Polo Shirt,XXL,Red,Cotton,No,No,14
2017-12-31,9004,32,224,Trousers,XXS,Red,Polyester,No,Yes,10
2018-01-01,1001,10,150,T-Shirts,XXL,White,Cotton,Yes,Yes,9
2018-01-01,1002,15,285,Top,XL,Green,Polyester,No,Yes,10
2018-01-01,2001,25,450,Pants,XL,White,Cotton,No,Yes,9
2018-01-01,2002,39,780,Jeans,M,Red,Denim,No,No,8
2018-01-01,3001,8,64,Dress,XXL,Green,Chiffon,No,No,9
2018-01-01,3002,32,224,Skirt,M,Yellow,Cotton,Yes,Yes,5
2018-01-01,3003,13,182,Jumpsuit,XXL,Green,Silk,No,No,12
2018-01-01,4001,38,494,Sweater,XS,Green,Wool,No,Yes,8
2018-01-01,4002,3,48,Cardigan,S,Red,Cashmere,No,No,6
2018-01-01,5001,6,54,Blouse,XXL,Black,Silk,Yes,No,5
2018-01-01,5002,2,32,Jacket,XXS,Yellow,Leather,No,Yes,7
2018-01-01,6001,23,207,Shorts,XL,White,Denim,No,No,12
2018-01-01,6002,25,375,Leggings,S,Black,Spandex,Yes,No,13
2018-01-01,7001,25,150,Coat,S,Blue,Wool,No,No,13
2018-01-01,7002,32,416,Parka,XXS,Blue,Nylon,No,No,10
2018-01-01,7003,43,731,Trench Coat,M,Yellow,Cotton,No,No,8
