Date,Product Code,Sales Quantity,Sales Revenue,Category,RAM,ROM,Model,Promo 1,Promo 2,Lead Time (days)
2019-09-14,1005,48,9600000,Oppo,6,128,Find x4,No,Yes,14
2019-09-14,1006,11,1540000,Vivo,16,64,X80,No,Yes,13
2019-09-14,1007,27,2970000,IQOO,6,64,11,No,Yes,5
2019-09-14,1008,38,7220000,Xiaomi,6,128,13 Ultra,Yes,Yes,7
2019-09-14,1009,13,1430000,Realme,12,256,GT4,No,No,14
2019-09-14,2001,15,900000,Oneplus,12,64,10 pro,No,Yes,6
2019-09-14,2002,31,1550000,Poco,16,512,X4 Pro 5G,No,Yes,5
2019-09-14,2003,46,9200000,Motorola,16,256,Edge Plus,Yes,No,11
2019-09-14,2004,13,1820000,Nokia,6,64,X30 5G,No,Yes,7
2019-09-15,1001,3,570000,Samsung,4,512,S23 Ultra,Yes,No,9
2019-09-15,1002,4,680000,Apple,12,128,Iphone 14 Pro Max,Yes,Yes,14
2019-09-15,1003,20,2600000,Huawei,4,512,P50 Ultra,Yes,Yes,13
2019-09-15,1004,27,2430000,Sony,8,64,Xperia 1,Yes,No,14
2019-09-15,1005,31,3720000,Oppo,8,64,Find x4,No,Yes,12
2019-09-15,1006,7,490000,Vivo,6,256,X80,Yes,Yes,7
2019-09-15,1007,3,180000,IQOO,8,128,11,No,Yes,14
2019-09-15,1008,45,7200000,Xiaomi,12,256,13 Ultra,Yes,No,10
2019-09-15,1009,25,4750000,Realme,12,64,GT4,Yes,Yes,7
2019-09-15,2001,25,2000000,Oneplus,6,256,10 pro,Yes,Yes,10
2019-09-15,2002,37,7030000,Poco,6,512,X4 Pro 5G,Yes,No,13
2019-09-15,2003,20,3000000,Motorola,12,256,Edge Plus,Yes,No,9
2019-09-15,2004,24,3360000,Nokia,12,64,X30 5G,No,Yes,10
2019-09-16,1001,15,2700000,Samsung,8,512,S23 Ultra,No,No,14
2019-09-16,1002,32,4160000,Apple,12,64,Iphone 14 Pro Max,No,No,12
2019-09-16,1003,44,4400000,Huawei,8,512,P50 Ultra,Yes,Yes,6
2019-09-16,1004,3,180000,Sony,16,64,Xperia 1,Yes,Yes,11
2019-09-16,1005,44,4400000,Oppo,12,256,Find x4,Yes,No,6
2019-09-16,1006,35,5600000,Vivo,4,64,X80,Yes,Yes,7
2019-09-16,1007,9,1800000,IQOO,8,512,11,Yes,Yes,12
2019-09-16,1008,17,1190000,Xiaomi,4,128,13 Ultra,Yes,Yes,11
2019-09-16,1009,30,4800000,Realme,8,64,GT4,Yes,Yes,14
2019-09-16,2001,11,1980000,Oneplus,4,256,10 pro,Yes,No,5
2019-09-16,2002,18,3600000,Poco,4,256,X4 Pro 5G,Yes,No,10
2019-09-16,2003,38,5700000,Motorola,4,256,Edge Plus,No,No,11
2019-09-16,2004,45,6750000,Nokia,12,256,X30 5G,Yes,Yes,5
2019-09-17,1001,15,1200000,Samsung,6,128,S23 Ultra,Yes,No,10
2019-09-17,1002,25,4750000,Apple,6,64,Iphone 14 Pro Max,No,No,7
2019-09-17,1003,3,420000,Huawei,16,128,P50 Ultra,No,No,8
2019-09-17,1004,12,960000,Sony,16,512,Xperia 1,No,No,8
2019-09-17,1005,21,2730000,Oppo,4,256,Find x4,Yes,Yes,5
2019-09-17,1006,50,7500000,Vivo,4,128,X80,Yes,No,11
2019-09-17,1007,10,1000000,IQOO,12,256,11,No,Yes,13
2019-09-17,1008,20,2600000,Xiaomi,16,512,13 Ultra,No,No,14
2019-09-17,1009,4,520000,Realme,6,512,GT4,Yes,Yes,7
2019-09-17,2001,45,5850000,Oneplus,6,64,10 pro,No,Yes,14
2019-09-17,2002,50,8000000,Poco,12,256,X4 Pro 5G,No,No,10
2019-09-17,2003,1,130000,Motorola,8,256,Edge Plus,Yes,No,7
2019-09-17,2004,3,390000,Nokia,4,256,X30 5G,Yes,No,14
2019-09-18,1001,46,3220000,Samsung,6,512,S23 Ultra,Yes,No,11
2019-09-18,1002,27,1620000,Apple,12,512,Iphone 14 Pro Max,No,Yes,13
2019-09-18,1003,30,4500000,Huawei,6,128,P50 Ultra,Yes,No,10
2019-09-18,1004,21,3570000,Sony,4,128,Xperia 1,Yes,Yes,11
2019-09-18,1005,47,6580000,Oppo,4,512,Find x4,Yes,No,14
2019-09-18,1006,1,140000,Vivo,12,256,X80,No,Yes,6
2019-09-18,1007,2,260000,IQOO,16,64,11,No,No,9
2019-09-18,1008,34,6460000,Xiaomi,4,64,13 Ultra,No,Yes,9
2019-09-18,1009,41,7380000,Realme,4,512,GT4,Yes,Yes,8
2019-09-18,2001,3,330000,Oneplus,8,512,10 pro,Yes,Yes,8
2019-09-18,2002,26,2340000,Poco,6,128,X4 Pro 5G,Yes,No,12
2019-09-18,2003,44,6160000,Motorola,12,64,Edge Plus,Yes,Yes,9
2019-09-18,2004,22,3520000,Nokia,8,256,X30 5G,No,Yes,12
2019-09-19,1001,39,6240000,Samsung,16,512,S23 Ultra,No,Yes,6
2019-09-19,1002,10,1100000,Apple,12,64,Iphone 14 Pro Max,Yes,No,10
2019-09-19,1003,17,2380000,Huawei,16,128,P50 Ultra,Yes,No,10
2019-09-19,1004,6,300000,Sony,12,256,Xperia 1,Yes,No,5
2019-09-19,1005,38,4940000,Oppo,8,512,Find x4,No,Yes,9
2019-09-19,1006,50,3000000,Vivo,16,128,X80,No,Yes,8
2019-09-19,1007,19,2090000,IQOO,6,128,11,No,Yes,6
2019-09-19,1008,46,4600000,Xiaomi,6,512,13 Ultra,No,No,8
2019-09-19,1009,31,4030000,Realme,16,512,GT4,No,Yes,5
2019-09-19,2001,49,8820000,Oneplus,8,64,10 pro,Yes,Yes,6
2019-09-19,2002,31,3100000,Poco,4,512,X4 Pro 5G,Yes,No,14
2019-09-19,2003,22,3520000,Motorola,6,256,Edge Plus,Yes,No,7
2019-09-19,2004,35,7000000,Nokia,16,256,X30 5G,Yes,No,11
2019-09-20,1001,33,1650000,Samsung,6,64,S23 Ultra,Yes,Yes,5
2019-09-20,1002,8,400000,Apple,6,512,Iphone 14 Pro Max,Yes,No,5
2019-09-20,1003,47,7050000,Huawei,6,512,P50 Ultra,No,Yes,13
2019-09-20,1004,9,720000,Sony,12,64,Xperia 1,Yes,Yes,11
2019-09-20,1005,18,3420000,Oppo,6,256,Find x4,Yes,No,13
2019-09-20,1006,29,5220000,Vivo,16,256,X80,Yes,Yes,12
2019-09-20,1007,47,2820000,IQOO,6,256,11,No,Yes,13
2019-09-20,1008,39,3900000,Xiaomi,8,128,13 Ultra,Yes,Yes,14
2019-09-20,1009,25,4250000,Realme,4,128,GT4,Yes,Yes,7
2019-09-20,2001,34,2720000,Oneplus,8,64,10 pro,Yes,Yes,12
2019-09-20,2002,15,1200000,Poco,8,64,X4 Pro 5G,Yes,Yes,10
2019-09-20,2003,38,6080000,Motorola,6,64,Edge Plus,No,Yes,10
2019-09-20,2004,1,70000,Nokia,6,128,X30 5G,Yes,No,12
2019-09-21,1001,16,2400000,Samsung,16,512,S23 Ultra,Yes,Yes,13
2019-09-21,1002,28,4760000,Apple,6,512,Iphone 14 Pro Max,Yes,Yes,12
2019-09-21,1003,23,2760000,Huawei,6,64,P50 Ultra,No,No,8
2019-09-21,1004,43,7740000,Sony,8,512,Xperia 1,Yes,No,10
2019-09-21,1005,13,910000,Oppo,12,512,Find x4,Yes,Yes,5
2019-09-21,1006,2,180000,Vivo,12,64,X80,Yes,No,14
2019-09-21,1007,21,3150000,IQOO,4,128,11,Yes,No,14
2019-09-21,1008,9,810000,Xiaomi,16,512,13 Ultra,Yes,No,9
2019-09-21,1009,24,1920000,Realme,16,512,GT4,No,No,10
2019-09-21,2001,14,1820000,Oneplus,16,512,10 pro,No,Yes,5
2019-09-21,2002,32,3200000,Poco,12,512,X4 Pro 5G,Yes,No,5
2019-09-21,2003,22,4180000,Motorola,12,512,Edge Plus,No,Yes,12
2019-09-21,2004,36,5040000,Nokia,4,256,X30 5G,No,No,12
2019-09-22,1001,50,5000000,Samsung,12,128,S23 Ultra,Yes,Yes,14
2019-09-22,1002,23,4370000,Apple,16,256,Iphone 14 Pro Max,No,Yes,6
2019-09-22,1003,41,4100000,Huawei,4,512,P50 Ultra,Yes,Yes,14
2019-09-22,1004,33,5610000,Sony,4,256,Xperia 1,No,No,11
2019-09-22,1005,34,4080000,Oppo,16,256,Find x4,Yes,No,10
2019-09-22,1006,8,1360000,Vivo,4,64,X80,Yes,No,5
2019-09-22,1007,49,9800000,IQOO,4,256,11,Yes,Yes,13
2019-09-22,1008,13,1040000,Xiaomi,4,256,13 Ultra,No,Yes,9
2019-09-22,1009,4,240000,Realme,4,256,GT4,Yes,No,8
2019-09-22,2001,33,3960000,Oneplus,8,128,10 pro,No,Yes,11
2019-09-22,2002,18,900000,Poco,6,128,X4 Pro 5G,Yes,No,9
2019-09-22,2003,36,3600000,Motorola,16,512,Edge Plus,No,No,12
2019-09-22,2004,40,8000000,Nokia,8,512,X30 5G,No,No,9
2019-09-23,1001,46,8280000,Samsung,6,64,S23 Ultra,No,No,9
2019-09-23,1002,41,6970000,Apple,6,512,Iphone 14 Pro Max,Yes,Yes,10
2019-09-23,1003,32,5120000,Huawei,8,256,P50 Ultra,No,Yes,9
2019-09-23,1004,26,4420000,Sony,4,256,Xperia 1,Yes,No,6
2019-09-23,1005,21,3780000,Oppo,4,256,Find x4,Yes,No,14
2019-09-23,1006,18,3600000,Vivo,16,256,X80,No,Yes,13
2019-09-23,1007,2,180000,IQOO,4,512,11,Yes,Yes,7
2019-09-23,1008,17,1360000,Xiaomi,4,128,13 Ultra,Yes,No,11
2019-09-23,1009,3,210000,Realme,4,64,GT4,No,No,9
2019-09-23,2001,32,4800000,Oneplus,6,512,10 pro,No,Yes,13
2019-09-23,2002,30,1500000,Poco,8,256,X4 Pro 5G,No,No,8
2019-09-23,2003,34,3740000,Motorola,6,128,Edge Plus,No,Yes,14
2019-09-23,2004,24,2640000,Nokia,12,64,X30 5G,Yes,Yes,6
2019-09-24,1001,24,1200000,Samsung,4,256,S23 Ultra,No,Yes,7
2019-09-24,1002,28,2520000,Apple,4,64,Iphone 14 Pro Max,Yes,Yes,10
2019-09-24,1003,28,1400000,Huawei,4,256,P50 Ultra,No,No,7
2019-09-24,1004,50,5500000,Sony,16,64,Xperia 1,No,Yes,10
2019-09-24,1005,17,2890000,Oppo,12,128,Find x4,No,No,8
2019-09-24,1006,48,6240000,Vivo,4,128,X80,Yes,No,10
2019-09-24,1007,40,6000000,IQOO,6,512,11,No,Yes,7
2019-09-24,1008,16,3040000,Xiaomi,16,64,13 Ultra,No,Yes,10
2019-09-24,1009,30,6000000,Realme,12,512,GT4,No,Yes,14
2019-09-24,2001,24,1200000,Oneplus,8,512,10 pro,No,No,8
2019-09-24,2002,10,1900000,Poco,4,128,X4 Pro 5G,No,No,12
2019-09-24,2003,23,2990000,Motorola,12,64,Edge Plus,Yes,Yes,5
2019-09-24,2004,28,3080000,Nokia,6,128,X30 5G,No,No,8
2019-09-25,1001,3,480000,Samsung,16,128,S23 Ultra,Yes,Yes,13
2019-09-25,1002,41,6560000,Apple,4,128,Iphone 14 Pro Max,Yes,Yes,13
2019-09-25,1003,19,1140000,Huawei,6,64,P50 Ultra,Yes,Yes,11
2019-09-25,1004,11,2090000,Sony,12,64,Xperia 1,Yes,No,10
2019-09-25,1005,50,9500000,Oppo,6,128,Find x4,No,Yes,5
2019-09-25,1006,27,4050000,Vivo,4,128,X80,Yes,No,8
2019-09-25,1007,44,3960000,IQOO,8,128,11,Yes,No,12
2019-09-25,1008,48,6720000,Xiaomi,16,64,13 Ultra,Yes,Yes,6
2019-09-25,1009,43,3010000,Realme,4,128,GT4,Yes,No,10
2019-09-25,2001,50,9500000,Oneplus,16,64,10 pro,Yes,Yes,13
2019-09-25,2002,35,3850000,Poco,12,512,X4 Pro 5G,No,No,10
2019-09-25,2003,40,6000000,Motorola,6,128,Edge Plus,No,No,7
2019-09-25,2004,31,1550000,Nokia,6,64,X30 5G,Yes,Yes,9
2019-09-26,1001,14,1680000,Samsung,4,128,S23 Ultra,Yes,No,13
2019-09-26,1002,23,2300000,Apple,12,256,Iphone 14 Pro Max,No,Yes,11
2019-09-26,1003,5,750000,Huawei,16,128,P50 Ultra,Yes,No,13
2019-09-26,1004,44,8360000,Sony,8,256,Xperia 1,No,No,12
2019-09-26,1005,43,4300000,Oppo,16,512,Find x4,No,Yes,11
2019-09-26,1006,48,3840000,Vivo,4,256,X80,Yes,Yes,5
2019-09-26,1007,40,7200000,IQOO,4,512,11,Yes,No,11
2019-09-26,1008,41,5740000,Xiaomi,8,128,13 Ultra,Yes,No,6
2019-09-26,1009,16,2240000,Realme,6,256,GT4,Yes,Yes,5
2019-09-26,2001,36,6480000,Oneplus,16,128,10 pro,Yes,Yes,10
2019-09-26,2002,39,6630000,Poco,8,64,X4 Pro 5G,No,Yes,5
2019-09-26,2003,5,700000,Motorola,4,128,Edge Plus,Yes,Yes,9
2019-09-26,2004,39,2340000,Nokia,6,512,X30 5G,Yes,Yes,7
2019-09-27,1001,29,3770000,Samsung,12,128,S23 Ultra,Yes,No,14
2019-09-27,1002,10,1800000,Apple,6,128,Iphone 14 Pro Max,No,Yes,8
2019-09-27,1003,15,1650000,Huawei,6,256,P50 Ultra,Yes,No,5
2019-09-27,1004,39,5850000,Sony,8,512,Xperia 1,Yes,Yes,10
2019-09-27,1005,49,5880000,Oppo,4,128,Find x4,Yes,No,7
2019-09-27,1006,30,2100000,Vivo,6,256,X80,Yes,Yes,11
2019-09-27,1007,10,1200000,IQOO,8,512,11,Yes,Yes,5
2019-09-27,1008,32,1600000,Xiaomi,12,512,13 Ultra,No,No,12
2019-09-27,1009,29,1740000,Realme,12,256,GT4,No,No,12
2019-09-27,2001,42,5460000,Oneplus,4,64,10 pro,No,No,10
2019-09-27,2002,34,4760000,Poco,6,64,X4 Pro 5G,Yes,No,8
2019-09-27,2003,1,130000,Motorola,12,128,Edge Plus,No,No,12
2019-09-27,2004,21,3990000,Nokia,6,512,X30 5G,Yes,Yes,10
2019-09-28,1001,36,4680000,Samsung,12,128,S23 Ultra,Yes,Yes,13
2019-09-28,1002,7,1400000,Apple,8,512,Iphone 14 Pro Max,No,Yes,11
2019-09-28,1003,37,3330000,Huawei,8,64,P50 Ultra,Yes,Yes,13
2019-09-28,1004,17,3400000,Sony,16,64,Xperia 1,No,No,5
2019-09-28,1005,17,2040000,Oppo,16,128,Find x4,No,No,9
2019-09-28,1006,48,7200000,Vivo,6,512,X80,Yes,No,13
2019-09-28,1007,40,6400000,IQOO,12,512,11,Yes,No,7
2019-09-28,1008,15,1500000,Xiaomi,12,512,13 Ultra,No,Yes,11
2019-09-28,1009,26,3380000,Realme,12,128,GT4,Yes,Yes,9
2019-09-28,2001,44,7920000,Oneplus,6,128,10 pro,No,No,6
2019-09-28,2002,20,3600000,Poco,6,128,X4 Pro 5G,No,No,14
2019-09-28,2003,16,800000,Motorola,4,64,Edge Plus,Yes,Yes,14
2019-09-28,2004,43,6020000,Nokia,12,64,X30 5G,Yes,No,5
2019-09-29,1001,16,1600000,Samsung,8,512,S23 Ultra,Yes,No,14
2019-09-29,1002,14,840000,Apple,12,256,Iphone 14 Pro Max,No,No,11
2019-09-29,1003,49,9800000,Huawei,12,64,P50 Ultra,Yes,No,11
2019-09-29,1004,31,4960000,Sony,12,256,Xperia 1,Yes,Yes,8
2019-09-29,1005,26,1560000,Oppo,16,256,Find x4,Yes,Yes,11
2019-09-29,1006,19,2660000,Vivo,6,256,X80,Yes,Yes,12
2019-09-29,1007,21,1680000,IQOO,6,512,11,No,Yes,14
2019-09-29,1008,31,1550000,Xiaomi,16,128,13 Ultra,Yes,No,9
2019-09-29,1009,15,2400000,Realme,12,128,GT4,No,No,13
2019-09-29,2001,1,80000,Oneplus,12,256,10 pro,No,Yes,8
2019-09-29,2002,9,1080000,Poco,4,512,X4 Pro 5G,Yes,No,7
2019-09-29,2003,3,330000,Motorola,8,512,Edge Plus,Yes,Yes,10
2019-09-29,2004,42,4620000,Nokia,6,128,X30 5G,Yes,No,14
2019-09-30,1001,4,320000,Samsung,12,64,S23 Ultra,No,No,9
2019-09-30,1002,40,4000000,Apple,12,64,Iphone 14 Pro Max,Yes,Yes,10
2019-09-30,1003,42,4200000,Huawei,4,64,P50 Ultra,Yes,No,5
2019-09-30,1004,31,4340000,Sony,12,64,Xperia 1,No,Yes,9
2019-09-30,1005,38,5700000,Oppo,12,64,Find x4,No,No,9
2019-09-30,1006,17,1870000,Vivo,4,128,X80,Yes,Yes,13
2019-09-30,1007,12,1920000,IQOO,8,256,11,No,Yes,12
2019-09-30,1008,40,5600000,Xiaomi,12,256,13 Ultra,No,No,9
2019-09-30,1009,33,3300000,Realme,8,512,GT4,No,Yes,9
2019-09-30,2001,19,2090000,Oneplus,8,512,10 pro,Yes,No,10
2019-09-30,2002,33,2640000,Poco,4,512,X4 Pro 5G,Yes,Yes,7
2019-09-30,2003,33,2970000,Motorola,6,128,Edge Plus,No,Yes,7
2019-09-30,2004,46,6440000,Nokia,16,256,X30 5G,No,No,14
2019-10-01,1001,46,8740000,Samsung,6,256,S23 Ultra,No,Yes,14
2019-10-01,1002,35,4900000,Apple,6,512,Iphone 14 Pro Max,Yes,No,9
2019-10-01,1003,48,5280000,Huawei,4,256,P50 Ultra,Yes,No,7
2019-10-01,1004,35,5600000,Sony,16,128,Xperia 1,Yes,Yes,14
2019-10-01,1005,7,560000,Oppo,4,256,Find x4,No,Yes,5
2019-10-01,1006,21,2310000,Vivo,8,512,X80,No,No,13
2019-10-01,1007,39,4290000,IQOO,8,512,11,No,Yes,6
2019-10-01,1008,47,9400000,Xiaomi,6,128,13 Ultra,Yes,Yes,7
2019-10-01,1009,6,480000,Realme,4,512,GT4,No,No,11
2019-10-01,2001,25,1750000,Oneplus,8,512,10 pro,No,No,5
2019-10-01,2002,33,4620000,Poco,12,512,X4 Pro 5G,No,No,13
2019-10-01,2003,3,330000,Motorola,16,128,Edge Plus,Yes,Yes,9
2019-10-01,2004,36,7200000,Nokia,4,256,X30 5G,No,No,5
2019-10-02,1001,37,2960000,Samsung,12,512,S23 Ultra,No,No,13
2019-10-02,1002,35,6300000,Apple,4,128,Iphone 14 Pro Max,Yes,No,12
2019-10-02,1003,4,640000,Huawei,16,512,P50 Ultra,No,No,12
2019-10-02,1004,17,2890000,Sony,6,256,Xperia 1,No,Yes,9
2019-10-02,1005,45,8100000,Oppo,8,64,Find x4,No,No,14
2019-10-02,1006,36,3960000,Vivo,6,128,X80,Yes,No,11
2019-10-02,1007,6,300000,IQOO,4,64,11,No,Yes,13
2019-10-02,1008,19,3610000,Xiaomi,6,128,13 Ultra,Yes,No,5
2019-10-02,1009,17,1870000,Realme,16,512,GT4,Yes,No,9
2019-10-02,2001,29,3190000,Oneplus,16,128,10 pro,No,No,6
2019-10-02,2002,40,6800000,Poco,4,256,X4 Pro 5G,No,Yes,6
2019-10-02,2003,11,1430000,Motorola,16,256,Edge Plus,Yes,No,6
2019-10-02,2004,30,6000000,Nokia,4,256,X30 5G,Yes,No,7
2019-10-03,1001,15,2850000,Samsung,8,128,S23 Ultra,No,No,6
2019-10-03,1002,17,3400000,Apple,4,512,Iphone 14 Pro Max,Yes,Yes,6
2019-10-03,1003,46,7360000,Huawei,16,256,P50 Ultra,Yes,No,13
2019-10-03,1004,1,200000,Sony,4,64,Xperia 1,Yes,Yes,11
2019-10-03,1005,11,660000,Oppo,16,256,Find x4,Yes,Yes,14
2019-10-03,1006,8,960000,Vivo,6,128,X80,No,No,9
2019-10-03,1007,25,1250000,IQOO,6,64,11,No,Yes,9
2019-10-03,1008,5,250000,Xiaomi,6,256,13 Ultra,No,No,9
2019-10-03,1009,32,6080000,Realme,6,64,GT4,No,Yes,8
2019-10-03,2001,17,3400000,Oneplus,16,64,10 pro,Yes,No,10
2019-10-03,2002,48,2400000,Poco,16,256,X4 Pro 5G,No,No,6
2019-10-03,2003,49,9310000,Motorola,12,128,Edge Plus,Yes,Yes,5
2019-10-03,2004,31,3720000,Nokia,4,64,X30 5G,No,Yes,11
2019-10-04,1001,46,6900000,Samsung,12,512,S23 Ultra,Yes,No,10
2019-10-04,1002,29,1740000,Apple,16,128,Iphone 14 Pro Max,No,No,14
2019-10-04,1003,8,1440000,Huawei,8,512,P50 Ultra,No,Yes,11
2019-10-04,1004,2,120000,Sony,8,512,Xperia 1,No,Yes,5
2019-10-04,1005,42,7980000,Oppo,4,256,Find x4,No,No,5
2019-10-04,1006,39,2730000,Vivo,16,512,X80,No,No,8
2019-10-04,1007,7,980000,IQOO,12,128,11,No,Yes,5
2019-10-04,1008,32,4480000,Xiaomi,8,512,13 Ultra,No,Yes,6
2019-10-04,1009,35,1750000,Realme,6,256,GT4,No,Yes,12
2019-10-04,2001,43,3870000,Oneplus,12,256,10 pro,No,Yes,6
2019-10-04,2002,36,2880000,Poco,8,128,X4 Pro 5G,No,No,11
2019-10-04,2003,12,840000,Motorola,12,128,Edge Plus,Yes,No,10
2019-10-04,2004,18,1980000,Nokia,12,512,X30 5G,Yes,Yes,7
2019-10-05,1001,6,540000,Samsung,4,256,S23 Ultra,Yes,No,7
2019-10-05,1002,3,480000,Apple,6,64,Iphone 14 Pro Max,No,No,5
2019-10-05,1003,24,2400000,Huawei,8,512,P50 Ultra,Yes,No,6
2019-10-05,1004,28,2240000,Sony,6,128,Xperia 1,No,No,14
2019-10-05,1005,30,2100000,Oppo,6,128,Find x4,Yes,Yes,10
2019-10-05,1006,30,3600000,Vivo,6,256,X80,Yes,Yes,14
2019-10-05,1007,45,6300000,IQOO,8,512,11,No,No,14
2019-10-05,1008,49,6370000,Xiaomi,16,64,13 Ultra,No,Yes,11
2019-10-05,1009,48,9120000,Realme,16,256,GT4,No,No,6
2019-10-05,2001,47,4700000,Oneplus,8,64,10 pro,Yes,No,6
2019-10-05,2002,47,9400000,Poco,4,64,X4 Pro 5G,Yes,No,12
2019-10-05,2003,24,2640000,Motorola,12,128,Edge Plus,Yes,No,13
2019-10-05,2004,20,3800000,Nokia,6,512,X30 5G,No,Yes,5
2019-10-06,1001,23,2990000,Samsung,12,512,S23 Ultra,Yes,Yes,10
2019-10-06,1002,22,4400000,Apple,16,256,Iphone 14 Pro Max,Yes,Yes,13
2019-10-06,1003,3,210000,Huawei,4,256,P50 Ultra,Yes,Yes,8
2019-10-06,1004,21,1050000,Sony,4,64,Xperia 1,No,No,11
2019-10-06,1005,28,4760000,Oppo,6,256,Find x4,Yes,Yes,11
2019-10-06,1006,27,5130000,Vivo,12,64,X80,No,No,7
2019-10-06,1007,32,3520000,IQOO,4,64,11,No,Yes,6
2019-10-06,1008,11,880000,Xiaomi,12,128,13 Ultra,No,Yes,5
2019-10-06,1009,34,2040000,Realme,6,64,GT4,Yes,No,10
2019-10-06,2001,13,1950000,Oneplus,8,64,10 pro,Yes,No,13
2019-10-06,2002,45,5850000,Poco,16,128,X4 Pro 5G,No,Yes,6
2019-10-06,2003,47,2820000,Motorola,8,128,Edge Plus,No,No,9
2019-10-06,2004,36,4320000,Nokia,8,128,X30 5G,Yes,Yes,11
2019-10-07,1001,48,3840000,Samsung,8,256,S23 Ultra,No,No,11
2019-10-07,1002,48,4320000,Apple,16,64,Iphone 14 Pro Max,No,No,7
2019-10-07,1003,24,1920000,Huawei,8,64,P50 Ultra,Yes,No,10
2019-10-07,1004,23,1380000,Sony,12,64,Xperia 1,Yes,No,7
2019-10-07,1005,25,3250000,Oppo,6,512,Find x4,Yes,No,12
2019-10-07,1006,12,1680000,Vivo,4,128,X80,No,No,5
2019-10-07,1007,47,9400000,IQOO,6,128,11,No,No,8
2019-10-07,1008,5,1000000,Xiaomi,6,128,13 Ultra,Yes,Yes,5
2019-10-07,1009,12,1080000,Realme,16,256,GT4,No,Yes,11
2019-10-07,2001,33,4290000,Oneplus,8,256,10 pro,Yes,No,10
2019-10-07,2002,46,8740000,Poco,8,256,X4 Pro 5G,Yes,No,14
2019-10-07,2003,19,1710000,Motorola,16,128,Edge Plus,Yes,No,10
2019-10-07,2004,22,2640000,Nokia,12,128,X30 5G,No,No,6
2019-10-08,1001,10,1600000,Samsung,16,64,S23 Ultra,Yes,No,10
2019-10-08,1002,42,7140000,Apple,8,256,Iphone 14 Pro Max,Yes,No,13
2019-10-08,1003,6,1140000,Huawei,12,64,P50 Ultra,No,No,14
2019-10-08,1004,5,900000,Sony,16,128,Xperia 1,No,Yes,5
2019-10-08,1005,21,3780000,Oppo,16,64,Find x4,No,Yes,13
2019-10-08,1006,31,3410000,Vivo,6,64,X80,Yes,No,9
2019-10-08,1007,27,4050000,IQOO,6,128,11,No,Yes,6
2019-10-08,1008,30,3000000,Xiaomi,6,64,13 Ultra,Yes,Yes,5
2019-10-08,1009,8,1280000,Realme,6,128,GT4,Yes,No,11
2019-10-08,2001,1,180000,Oneplus,12,256,10 pro,No,Yes,12
2019-10-08,2002,13,1950000,Poco,6,512,X4 Pro 5G,No,Yes,9
2019-10-08,2003,44,7040000,Motorola,6,128,Edge Plus,Yes,No,6
2019-10-08,2004,43,2150000,Nokia,4,64,X30 5G,No,Yes,6
2019-10-09,1001,44,8360000,Samsung,12,128,S23 Ultra,No,Yes,13
2019-10-09,1002,13,1040000,Apple,12,64,Iphone 14 Pro Max,Yes,No,13
2019-10-09,1003,18,2700000,Huawei,16,64,P50 Ultra,No,Yes,9
2019-10-09,1004,13,1430000,Sony,4,128,Xperia 1,No,Yes,12
2019-10-09,1005,4,360000,Oppo,12,64,Find x4,No,Yes,9
2019-10-09,1006,44,8360000,Vivo,6,512,X80,Yes,Yes,8
2019-10-09,1007,22,2200000,IQOO,8,256,11,Yes,Yes,5
2019-10-09,1008,4,760000,Xiaomi,12,512,13 Ultra,No,No,10
2019-10-09,1009,26,2080000,Realme,16,64,GT4,No,No,5
2019-10-09,2001,34,5100000,Oneplus,8,64,10 pro,No,No,7
2019-10-09,2002,43,2150000,Poco,16,64,X4 Pro 5G,Yes,No,13
2019-10-09,2003,19,1520000,Motorola,6,512,Edge Plus,Yes,Yes,6
2019-10-09,2004,35,2100000,Nokia,8,128,X30 5G,Yes,No,6
2019-10-10,1001,36,2880000,Samsung,12,64,S23 Ultra,Yes,No,5
2019-10-10,1002,12,1920000,Apple,16,128,Iphone 14 Pro Max,Yes,Yes,6
2019-10-10,1003,41,8200000,Huawei,8,256,P50 Ultra,No,No,9
2019-10-10,1004,3,570000,Sony,6,512,Xperia 1,Yes,No,7
2019-10-10,1005,11,1870000,Oppo,12,512,Find x4,Yes,No,12
2019-10-10,1006,47,3290000,Vivo,16,64,X80,No,Yes,7
2019-10-10,1007,7,350000,IQOO,4,256,11,No,No,11
2019-10-10,1008,25,1250000,Xiaomi,16,512,13 Ultra,No,Yes,7
2019-10-10,1009,9,1440000,Realme,16,512,GT4,Yes,Yes,12
2019-10-10,2001,44,3520000,Oneplus,12,64,10 pro,No,Yes,9
2019-10-10,2002,38,3420000,Poco,8,256,X4 Pro 5G,Yes,No,10
2019-10-10,2003,19,3610000,Motorola,6,64,Edge Plus,Yes,No,5
2019-10-10,2004,23,1610000,Nokia,16,256,X30 5G,No,No,6
2019-10-11,1001,22,2200000,Samsung,12,512,S23 Ultra,Yes,No,14
2019-10-11,1002,19,3610000,Apple,4,64,Iphone 14 Pro Max,Yes,Yes,14
2019-10-11,1003,37,3330000,Huawei,4,128,P50 Ultra,Yes,Yes,13
2019-10-11,1004,16,1920000,Sony,8,64,Xperia 1,Yes,No,10
2019-10-11,1005,13,1430000,Oppo,4,64,Find x4,No,No,10
2019-10-11,1006,14,1400000,Vivo,8,512,X80,Yes,No,8
2019-10-11,1007,17,3060000,IQOO,4,128,11,No,Yes,13
